YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
2001,NEDUMANGAD,SHIBU KUTTAN,M,IND,"585.0"
2001,NEDUMANGAD,VAZHODE RAVI,M,IND,"442.0"
2001,KAZHAKKOOTTAM,ADV. M.A.VAHID,M,IND,"49917.0"
2001,KAZHAKKOOTTAM,ADV. BINDU UMMAR,F,CPM,"45624.0"
2001,KAZHAKKOOTTAM,MOHAMMEDALI NISHAD,M,IND,"10408.0"
2001,KAZHAKKOOTTAM,CHEMPAZHANTHY UDAYAN,M,BJP,"3734.0"
2001,KAZHAKKOOTTAM,B.SYAMALA,F,IND,"1394.0"
2001,KAZHAKKOOTTAM,ANIL NATH,M,IND,"795.0"
2001,KAZHAKKOOTTAM,P.THANKAPPAN NAIR,M,IND,"435.0"
2001,TRIVANDRUM NORTH,ADV K.MOHANKUMAR,M,INC,"63202.0"
2001,TRIVANDRUM NORTH,M.VIJAYAKUMAR,M,CPM,"56818.0"
2001,TRIVANDRUM NORTH,K. SANKARANARAYANA PILLAI,M,BJP,"6724.0"
2001,TRIVANDRUM NORTH,KODUNGANOOR ANIL KUMAR,M,IND,"924.0"
2001,TRIVANDRUM NORTH,A. SURESH,M,IND,"366.0"
2001,TRIVANDRUM NORTH,J.JAYASANKAR,M,JP,"284.0"
2001,TRIVANDRUM NORTH,G. CHANDRAN PILLAI,M,SHS,"279.0"
2001,TRIVANDRUM NORTH,GOKPINATHAN JANARDHANAN,M,IND,"250.0"
2001,TRIVANDRUM NORTH,VATTIYOORKAVU.O.A.RASHEED,M,LJNSP,"205.0"
2001,TRIVANDRUM WEST,M. V. RAGHAVAN,M,CMPKSC,"48912.0"
2001,TRIVANDRUM WEST,ADV ANTONY RAJU,M,KEC,"40531.0"
2001,TRIVANDRUM WEST,M.C. RAGHAVAN,M,AKMDMP,"1264.0"
2001,TRIVANDRUM WEST,A.V. RAGHAVAN,M,SLAP,"957.0"
2001,TRIVANDRUM WEST,PK RAGHAVAN,M,UIPP,"654.0"
2001,TRIVANDRUM WEST,N.RAJENDRAN,M,IND,"521.0"
2001,TRIVANDRUM WEST,ANTONY,M,IND,"520.0"
2001,TRIVANDRUM WEST,P.S. GOPAKUMAR,M,IND,"249.0"
2001,TRIVANDRUM WEST,P.S. GOPAKUMAR,M,IND,"249.0"
2001,TRIVANDRUM WEST,G. ASOKAN,M,IND,"124.0"
2001,TRIVANDRUM WEST,AJITH KUMAR.P,M,IND,"114.0"
2001,TRIVANDRUM WEST,K. THANKAPPAN,M,IND,"81.0"
2001,TRIVANDRUM EAST,B. VIJAYAKUMAR,M,INC,"43419.0"
2001,TRIVANDRUM EAST,KARAKULAM KRISHNA PILLAI,M,NCP,"29351.0"
2001,TRIVANDRUM EAST,B.K. SEKHAR,M,BJP,"13940.0"
2001,TRIVANDRUM EAST,B. VIJAYAKUMAR,M,IND,"625.0"
2001,TRIVANDRUM EAST,P. SREEDEVI,F,LJNSP,"281.0"
2001,TRIVANDRUM EAST,B.GOPAN,M,IND,"200.0"
2001,TRIVANDRUM EAST,B.IMAMUDDEEN,M,IND,"175.0"
2001,TRIVANDRUM EAST,D.KRISHNAYYAR,M,IND,"167.0"
2001,NEMOM,N. SAKTHAN,M,INC,"56648.0"
2001,NEMOM,VENGANOOR P. BHASKARAN,M,CPM,"47291.0"
2001,NEMOM,M.S. KUMAR,M,BJP,"16872.0"
2001,NEMOM,SUGATHAN,M,IND,"732.0"
2001,NEMOM,PALLICKAL SUNIL,M,IND,"672.0"
2001,KOVALAM,DR.A. NEELALOHITHADASAN NADAR,M,JD,"54110.0"
2001,KOVALAM,ADV.ALPHONSA JOHN,F,INC,"52065.0"
2001,KOVALAM,ADV. V.N. GOPALA KRISHNAN NAIR,M,BJP,"4711.0"
2001,KOVALAM,VAZHAMUTTOM RAJENDRAN,M,IND,"1672.0"
2001,KOVALAM,ASOKAN GANESAN,M,IND,"797.0"
2001,NEYYATTINKARA,THAMPANOOR RAVI,M,INC,"56305.0"
2001,NEYYATTINKARA,ADV S.B. ROSECHANDRAN,M,JD,"49830.0"
2001,NEYYATTINKARA,ADV. T.V. HEMACHANDRAN,M,BJP,"5364.0"
2001,NEYYATTINKARA,S. SUGATHAN,M,CPI,"1108.0"
2001,PARASSALA,N. SUNDARAN NADAR,M,INC,"55915.0"
2001,PARASSALA,R. SELVARAJ,M,CPM,"44365.0"
2001,PARASSALA,ADV. V.K. ASOK,M,BJP,"4876.0"
2006,MANJESHWAR,C H KUNHAMBU,M,CPI,"39242.0"
2006,MANJESHWAR,ADV. M NARAYANA BHAT,M,BJP,"34413.0"
2006,MANJESHWAR,CHERKALAM ABDULLAH,M,MUL,"34186.0"
2006,MANJESHWAR,MADHAVA MANJESHWAR,M,BSP,"2037.0"
2006,KASARAGOD,C T AHAMEDALI,M,MUL,"38774.0"
2006,KASARAGOD,V RAVINDRAN,M,BJP,"28432.0"
2006,KASARAGOD,N A NELLIKKUNNU,M,INL,"27790.0"
2006,KASARAGOD,T A AHAMMED,M,IND,"2719.0"
2006,KASARAGOD,RAJARATNA KOTEVALAP,M,BSP,"1319.0"
2006,KASARAGOD,ABBAS MUTHALAPPARA,M,IND,"1145.0"
2006,UDMA,K V KUNHIRAMAN,M,CPI,"69221.0"
2006,UDMA,P GANGADHARAN NAIR,M,INC,"41927.0"
2006,UDMA,ADV. B RAVEENDRAN NAIR,M,BJP,"11117.0"
2006,UDMA,ABDULLA,M,IND,"1212.0"
2006,UDMA,N. MANI,M,BSP,"1005.0"
2006,HOSDRUG,PALLIPRAM BALAN,M,CPI,"71751.0"
2006,HOSDRUG,P. RAMACHANDRAN,M,DIC,"36812.0"
2006,HOSDRUG,C K VALSALAN,M,BJP,"11272.0"
2006,HOSDRUG,K C KUNJUKOCHU MASTER,M,BSP,"2783.0"
2006,HOSDRUG,C RAGHAVAN,M,IND,"2467.0"
2006,HOSDRUG,K V RAMACHANDRAN,M,IND,"1696.0"
2006,HOSDRUG,P.K. RAMAN,M,IND,"1530.0"
2006,TRIKARIPUR,KUNHIRAMAN K,M,CPI,"81050.0"
2006,TRIKARIPUR,ADV. VAMANA KUMAR A V,M,INC,"57222.0"
2006,TRIKARIPUR,KUNHIRAMAN T,M,BJP,"4164.0"
2006,TRIKARIPUR,HARIDAS P,M,IND,"1109.0"
2006,TRIKARIPUR,THAMPAN A.K,M,IND,"762.0"
2006,TRIKARIPUR,BALAKRISHNAN U,M,BSP,"653.0"
2006,IRIKKUR,ADVOCATE K C JOSEPH,M,INC,"63649.0"
2006,IRIKKUR,JAMES MATHEW,M,CPI,"61818.0"
2006,IRIKKUR,ANIAMMA RAJENDRAN,F,BJP,"3041.0"
2006,IRIKKUR,K. C. JOSEPH,M,IND,"1387.0"
2006,IRIKKUR,M K JAYARAJAN,M,IND,"592.0"
2006,IRIKKUR,THANKACHAN,M,IND,"527.0"
2006,PAYYANNUR,P K SREEMATHI TEACHER,F,CPI,"76974.0"
2006,PAYYANNUR,K SURENDRAN,M,INC,"40852.0"
2006,PAYYANNUR,A K RAJAGOPALAN MASTER,M,BJP,"4645.0"
2006,PAYYANNUR,K DEVI,F,IND,"2212.0"
2006,TALIPARAMBA,C.K.P PADMANABHAN,M,CPI,"82994.0"
2006,TALIPARAMBA,CHANDRAN THILLANKERI,M,INC,"53456.0"
2006,TALIPARAMBA,ADVOCATE A.V.KESAVAN,M,BJP,"5294.0"
2006,TALIPARAMBA,MADHU.S.VAYANAL,M,BSP,"932.0"
2006,TALIPARAMBA,PRABHAKARAN,M,IND,"932.0"
2006,TALIPARAMBA,CHANDRAN CHALIL,M,IND,"805.0"
2006,AZHIKODE,M PRAKASAN MASTER,M,CPI,"62768.0"
2006,AZHIKODE,K K NANU,M,CMPKSC,"33300.0"
2006,AZHIKODE,ADV.SREEKANTH,M,BJP,"3625.0"
2006,AZHIKODE,C.BALAKRISHNAN,M,BSP,"1122.0"
2006,AZHIKODE,T KUNHAMBU,M,IND,"894.0"
2006,CANNANORE,K SUDHAKARAN S/O,M,INC,"49745.0"
2006,CANNANORE,K P SAHADEVAN,M,CPI,"41132.0"
2006,CANNANORE,BHAGYASEELAN CHALAD,M,BJP,"4519.0"
2006,CANNANORE,K SUDHAKARAN S/O,M,IND,"671.0"
2006,CANNANORE,V RATHNAKARAN,M,IND,"513.0"
2006,CANNANORE,SAHADEVAN,M,IND,"477.0"
2006,CANNANORE,SATHEESH PAMBAN,M,IND,"285.0"
2006,EDAKKAD,RAMACHANDRAN,M,C,"72579.0"
2006,EDAKKAD,K C KADAMBOORAN,M,DIC,"41907.0"
2006,EDAKKAD,N K E CHANDRASEKHARAN,M,BJP,"4334.0"
2006,EDAKKAD,M V PRADEEP KUMAR,M,IND,"3471.0"
2006,EDAKKAD,C M RAMACHANDRAN,M,IND,"2700.0"
2006,TELLICHERRY,KODIYERI BALAKRISHNAN,M,CPI,"53907.0"
2006,TELLICHERRY,RAJ MOHAN UNNITHAN,M,INC,"43852.0"
2006,TELLICHERRY,SATHYA PRAKASHAN,M,BJP,"2589.0"
2006,TELLICHERRY,RAJAGOPALAN UNNITHAN,M,IND,"538.0"
2006,TELLICHERRY,SAJEEVAN PARAMBAN,M,BSP,"356.0"
2006,TELLICHERRY,K.BALAKRISHNAN,M,IND,"240.0"
2006,PERINGALAM,K P MOHANAN S/O P R,M,JD,"57840.0"
2006,PERINGALAM,ABDUL KHADER S/O,M,MUL,"38604.0"
2006,PERINGALAM,A.ASHOKAN,M,BJP,"9381.0"
2006,PERINGALAM,MOHANAN S/O POKKAN,M,IND,"2684.0"
2006,PERINGALAM,MOHANAN S/O KUMARAN,M,IND,"1082.0"
2006,PERINGALAM,ABDUL KHADER K P S/O,M,IND,"932.0"
2006,PERINGALAM,ABDUL KHADER,M,IND,"843.0"
2006,KUTHUPARAMBA,P JAYARAJAN,M,CPI,"78246.0"
2006,KUTHUPARAMBA,ADV. SAJEEV JOSEPH,M,INC,"39919.0"
2006,KUTHUPARAMBA,ADV.M K RANJITH,M,BJP,"5269.0"
2006,KUTHUPARAMBA,SAJI JOSEPH,M,IND,"954.0"
2006,KUTHUPARAMBA,JAYARAJ K G,M,IND,"575.0"
2006,PERAVOOR,K K SHYLAJA TEACHER,F,CPI,"72065.0"
2006,PERAVOOR,PROFESSOR A.D MUSTAFA,M,INC,"62966.0"
2006,PERAVOOR,M G RAMAKRISHNAN,M,BJP,"5152.0"
2006,PERAVOOR,MUSTAFFA,M,IND,"1374.0"
2006,PERAVOOR,K K SHYLA,F,IND,"1317.0"
2006,PERAVOOR,RADHAMANI,F,IND,"744.0"
2006,NORTH WYNAD,K.C.KUNHIRAMAN,M,CPI,"61970.0"
2006,NORTH WYNAD,P. BALAN,M,MUL,"46855.0"
2006,NORTH WYNAD,P. RAMACHANDRAN,M,BJP,"6187.0"
2006,NORTH WYNAD,BALAN E V,M,IND,"2753.0"
2006,NORTH WYNAD,C K JANU,F,IND,"2384.0"
2006,NORTH WYNAD,V.C. APPAYYAN,M,BSP,"1998.0"
2006,NORTH WYNAD,C P MADHAVAN,M,IND,"1924.0"
2006,NORTH WYNAD,LISSY.P.JOSEPH,F,LJP,"1019.0"
2006,NORTH WYNAD,A. K. BALAN,M,IND,"799.0"
2006,NORTH WYNAD,K.A.KUNHIRAMAN,M,IND,"797.0"
2006,BADAGARA,ADVOCATE M K PREMNATH,M,JD,"64932.0"
2006,BADAGARA,PONNARATH,M,INC,"43663.0"
2006,BADAGARA,PONNARATH,M,INC,"43663.0"
2006,BADAGARA,P M ASOKAN,M,BJP,"7331.0"
2006,BADAGARA,EDACHERY DASAN,M,IND,"1755.0"
2006,BADAGARA,P BHARATHAN,M,BSP,"1249.0"
2006,NADAPURAM,BINOY VISWAM,M,CPI,"67138.0"
2006,NADAPURAM,ADVOCATE M,M,INC,"49689.0"
2006,NADAPURAM,ADVOCATE PRAKASH BABU,M,BJP,"6350.0"
2006,NADAPURAM,P P SUDHAKARAN,M,IND,"1566.0"
2006,NADAPURAM,K SASEENDRAN,M,BSP,"1138.0"
2006,MEPPAYUR,K K LATHIKA,F,CPI,"70369.0"
2006,MEPPAYUR,T T ISMAIL,M,MUL,"54482.0"
2006,MEPPAYUR,T K PRABHAKARAN,M,BJP,"5370.0"
2006,MEPPAYUR,M K RAJAN,M,IND,"1289.0"
2006,MEPPAYUR,M K RAJAN,M,IND,"1289.0"
2006,MEPPAYUR,ISMAIL P T,M,IND,"726.0"
2006,MEPPAYUR,T V GEETHA,F,BSP,"572.0"
2006,MEPPAYUR,KALANTHAN HAJI,M,IND,"303.0"
2006,MEPPAYUR,E C JANAKI,F,IND,"289.0"
2006,MEPPAYUR,RAJAN UMMAR KANDY,M,IND,"242.0"
2006,QUILANDY,P.VISWAN,M,CPI,"65514.0"
2006,QUILANDY,ADVOCATE P SANKARAN,M,DIC,"47030.0"
2006,QUILANDY,V V RAJAN,M,BJP,"8430.0"
2006,QUILANDY,ARANGIL NANGILLERY,M,IND,"2629.0"
2006,QUILANDY,P.SANKARAN,M,IND,"1394.0"
2006,QUILANDY,K T BALAN,M,BSP,"1258.0"
2006,QUILANDY,NOCHIYIL P APPUNNINAIR,M,IND,"1144.0"
2006,QUILANDY,P VISWANATHAN,M,IND,"803.0"
2006,PERAMBRA,K KUNHAMMED MASTER,M,CPI,"69004.0"
2006,PERAMBRA,JAMES THEKKANADAN,M,KEC,"58364.0"
2006,PERAMBRA,DR.RAJAN K ADIYODI,M,BJP,"5234.0"
2006,PERAMBRA,K. K. BALAKRISHNAN,M,BSP,"787.0"
2006,PERAMBRA,PRAKASAN KAPPUMMAL,M,IND,"726.0"
2006,PERAMBRA,N C NARAYANA KURUP,M,ADMK,"543.0"
2006,PERAMBRA,V K CHANDRAN,M,IND,"524.0"
2006,PERAMBRA,V K KUNHAMMED,M,IND,"294.0"
2006,BALUSSERI,A K SASEENDRAN,M,NCP,"60340.0"
2006,BALUSSERI,K BALAKRISHNAN KIDAVU,M,INC,"46180.0"
2006,BALUSSERI,M C SASEENDRAN,M,BJP,"7396.0"
2006,BALUSSERI,V M SURESH BABU,M,IND,"687.0"
2006,BALUSSERI,SASI,M,IND,"538.0"
2006,BALUSSERI,K P GOPALAKRISHNAN NAIR,M,IND,"377.0"
2006,BALUSSERI,P SATHEESH,M,BSP,"340.0"
2006,KODUVALLY,ADVOCATE P T A RAHIM,M,IND,"65302.0"
2006,KODUVALLY,K MURALEEDHARAN,M,DIC,"57796.0"
2006,KODUVALLY,K SAHADEVAN,M,BJP,"6275.0"
2006,KODUVALLY,KIZHAKKEDATH,M,IND,"2937.0"
2006,KODUVALLY,MURALEEDHARAN K M,M,IND,"1495.0"
2006,KODUVALLY,E M VIJAYAN,M,BSP,"994.0"
2006,KODUVALLY,SHIHABUDEEN,M,ADMK,"536.0"
2006,KODUVALLY,P P ADU RAHIM,M,IND,"525.0"
2006,CALICUT I,A PRADEEP KUMAR,M,CPI,"45693.0"
2006,CALICUT I,ADVOCATE A SUJANAPAL,M,INC,"37988.0"
2006,CALICUT I,PROF: SUMATHI HARIDAS,F,BJP,"5694.0"
2006,CALICUT I,K PRADEEP KUMAR,M,IND,"535.0"
2006,CALICUT I,SUJANABALAN NAIR,M,IND,"523.0"
2006,CALICUT I,P UMMAR KHAN HAJI,M,BSP,"504.0"
2006,CALICUT I,A M MINI,F,IND,"249.0"
2006,CALICUT I,E P VIJAYAN,M,ADMK,"145.0"
2006,CALICUT  II,ADVOCATE P M A SALAM,M,INL,"51130.0"
2006,CALICUT  II,T P M ZAHIR,M,MUL,"37037.0"
2006,CALICUT  II,P. VELAYUDHAN,M,BJP,"7640.0"
2006,CALICUT  II,K P M SAHIR,M,IND,"919.0"
2006,CALICUT  II,P M A SALAM,M,IND,"678.0"
2006,CALICUT  II,LATHA K T,F,BSP,"563.0"
2006,CALICUT  II,M P A SALAM,M,IND,"533.0"
2006,BEYPORE,ELAMARAM KAREEM,M,CPI,"69798.0"
2006,BEYPORE,UMMER PANDIKASALA,M,MUL,"50180.0"
2006,BEYPORE,K P SREESAN,M,BJP,"12667.0"
2006,BEYPORE,K B NALLALAM ALIA,M,BSP,"1600.0"
2006,BEYPORE,UMMER C T,M,IND,"1031.0"
2006,KUNNAMANGALAM,U C RAMAN,M,IND,"60027.0"
2006,KUNNAMANGALAM,C P BALAN VAIDYAR,M,CPI,"59730.0"
2006,KUNNAMANGALAM,K K BHARATHAN,M,BJP,"7270.0"
2006,KUNNAMANGALAM,RAMAN M K,M,IND,"2135.0"
2006,KUNNAMANGALAM,M SUJATHA,F,BSP,"576.0"
2006,THIRUVAMBADY,MATHAYI CHACKO,M,CPI,"61104.0"
2006,THIRUVAMBADY,M C MAYIN HAJEE,M,MUL,"55625.0"
2006,THIRUVAMBADY,ADV AJITH KUMAR,M,BJP,"4400.0"
2006,THIRUVAMBADY,MAYIN,M,IND,"1155.0"
2006,THIRUVAMBADY,K KAMALAM,F,BSP,"748.0"
2006,KALPETTA,M V SREYAMS KUMAR,M,JD,"50023.0"
2006,KALPETTA,K.K. RAMACHANDRAN,M,INC,"48182.0"
2006,KALPETTA,ADV P R BALAKRISHNAN,M,BJP,"5068.0"
2006,KALPETTA,P K SURESH KUMAR,M,IND,"3189.0"
2006,KALPETTA,SURENDRAN,M,IND,"2551.0"
2006,KALPETTA,P K RAMACHANDRAN,M,IND,"1770.0"
2006,KALPETTA,SHYNA,F,ADMK,"847.0"
2006,KALPETTA,SHYNA,F,ADMK,"847.0"
2006,KALPETTA,SAM P MATHEW,M,IND,"799.0"
2006,KALPETTA,C RAMANKUTTY,M,BSP,"739.0"
2006,KALPETTA,RAMACHANDRAN,M,IND,"459.0"
2006,KALPETTA,THANKAMMA AUGUSTIAN,F,IND,"403.0"
2006,SULTAN,P KRISHNA PRASAD,M,CPI,"63092.0"
2006,SULTAN,N D APPACHAN,M,DIC,"37552.0"
2006,SULTAN,A C VARKEY,M,IND,"11905.0"
2006,SULTAN,P PADMANABHAN MASTER,M,BJP,"8056.0"
2006,SULTAN,ANNAN,M,BSP,"1675.0"
2006,SULTAN,AJAYA KUMAR,M,IND,"1492.0"
2006,SULTAN,K K VASU,M,LJP,"751.0"
2006,SULTAN,KALADHARAN,M,ADMK,"684.0"
2006,WANDOOR,A.P. ANILKUMAR,M,INC,"85118.0"
2006,WANDOOR,SANKARAN KORAMBAYIL,M,CPI,"67957.0"
2006,WANDOOR,K.U. CHANDRAN,M,BJP,"3837.0"
2006,WANDOOR,DR. P C VIJAYAN,M,BSP,"1080.0"
2006,NILAMBUR,ARYADAN MUHAMMED,M,INC,"87522.0"
2006,NILAMBUR,SREERAMAKRISHNAN,M,CPI,"69452.0"
2006,NILAMBUR,K.PRABHAKARAN,M,BJP,"3120.0"
2006,NILAMBUR,BINOY PATTATHIL,M,IND,"978.0"
2006,NILAMBUR,KILIYAN,M,BSP,"957.0"
2006,NILAMBUR,C.T. YOOSUF,M,ADMK,"760.0"
2006,MANJERI,P.K ABDU RABB,M,MUL,"76646.0"
2006,MANJERI,A.P ABDUL WAHAB,M,INL,"61274.0"
2006,MANJERI,ADV. N. SREEPRAKASH,M,BJP,"5786.0"
2006,MANJERI,K.K MUJEEB RAHMAN,M,IND,"1137.0"
2006,MANJERI,ADV. V PRAVEEN,M,BSP,"730.0"
2006,MANJERI,ASHRAF MADATHIL,M,ADMK,"540.0"
2006,MANJERI,RAJEEV K.K,M,LJP,"405.0"
2006,MALAPPURAM,ADVOCATE M. UMMER,M,MUL,"70056.0"
2006,MALAPPURAM,ADVOCATE P.M.,M,JD,"39399.0"
2006,MALAPPURAM,ADVOCATE C.DINESH,M,BJP,"4938.0"
2006,MALAPPURAM,ABDUL MAJEED T,M,IND,"3451.0"
2006,MALAPPURAM,ASHRAF THAZHEKKODE,M,BSP,"2094.0"
2006,KONDOTTY,K. MUHAMMADUNNI HAJI,M,MUL,"74950.0"
2006,KONDOTTY,MOHAMMEDKUTTY T.P,M,CPI,"59978.0"
2006,KONDOTTY,ARATHIL SUBRAHMANIAN,M,BJP,"7335.0"
2006,KONDOTTY,ADV. C. RAJAN,M,BSP,"1375.0"
2006,TIRURANGADI,KUTTY AHAMMED KUTTY,M,MUL,"60359.0"
2006,TIRURANGADI,K. MOIDEENKOYA,M,CPI,"44236.0"
2006,TIRURANGADI,ADVOCATE.N. ARAVINDAN,M,BJP,"8421.0"
2006,TIRURANGADI,ABU MALIYEKKAL,M,BSP,"1194.0"
2006,TIRURANGADI,MOIDEENKOYA. K,M,IND,"920.0"
2006,TIRURANGADI,ABOOBACKER ALIS K.K ABU,M,IND,"684.0"
2006,TANUR,ABDURAHIMAN,M,MUL,"64038.0"
2006,TANUR,P.K. MOHAMMEDKUTTY,M,IND,"52868.0"
2006,TANUR,M. JAYACHANDRAN,M,BJP,"8050.0"
2006,TANUR,P.K. MOHAMMEDKUTTY,M,IND,"1685.0"
2006,TANUR,BABU KARAT,M,BSP,"920.0"
2006,TIRUR,P.P ABDULLAKKUTTY,M,CPI,"71270.0"
2006,TIRUR,E. T. MOHAMMED BASHEER,M,MUL,"62590.0"
2006,TIRUR,ADV. M.K JAYASANKAR,M,BJP,"8909.0"
2006,TIRUR,YOOSUF KILLATHPARAMBIL,M,IND,"1589.0"
2006,TIRUR,K. SUDHA DEVI,F,IND,"968.0"
2006,TIRUR,THERI VELAYUDHANKUTTY,M,BSP,"766.0"
2006,PONNANI,PALOLI MOHAMEDKUTTY,M,CPI,"63018.0"
2006,PONNANI,M. P. GANGADHARAN,M,DIC,"34671.0"
2006,PONNANI,SHOBHA SURENDRAN,F,BJP,"13810.0"
2006,PONNANI,ABDUL SALEEM,M,IND,"1603.0"
2006,PONNANI,V.K. SUKU,M,BSP,"1249.0"
2006,KUTTIPPURAM,K.T JALEEL,M,IND,"64207.0"
2006,KUTTIPPURAM,P.K. KUNHALIKUTTY,M,MUL,"55426.0"
2006,KUTTIPPURAM,ANILKUMAR,M,BJP,"4862.0"
2006,KUTTIPPURAM,KUNHALIKUTTY K.P,M,IND,"1146.0"
2006,KUTTIPPURAM,K.A JALEEL,M,IND,"1017.0"
2006,KUTTIPPURAM,ABU NEDUMBA,M,IND,"880.0"
2006,KUTTIPPURAM,ABDUL JABBAR,M,IND,"406.0"
2006,KUTTIPPURAM,SURESH,M,BSP,"377.0"
2006,KUTTIPPURAM,K.P.A JALEEL,M,IND,"277.0"
2006,MANKADA,MANJALAMKUZHI ALI,M,IND,"79613.0"
2006,MANKADA,DR. M.K. MUNEER,M,MUL,"74540.0"
2006,MANKADA,DR KUMARI SUKUMARAN,F,BJP,"3403.0"
2006,MANKADA,A.M. MUNEER,M,IND,"1100.0"
2006,MANKADA,DHARMARAJAN,M,BSP,"1011.0"
2006,MANKADA,M. ALI,M,IND,"997.0"
2006,MANKADA,K.P.A. MUNEER,M,IND,"670.0"
2006,MANKADA,D.E.K. MUNEER,M,IND,"661.0"
2006,PERINTHALMANNA,SASIKUMAR,M,CPI,"76059.0"
2006,PERINTHALMANNA,HAMEED MASTER,M,MUL,"62056.0"
2006,PERINTHALMANNA,SATHIDEVI,F,BJP,"2705.0"
2006,PERINTHALMANNA,ABDUL HAMEED,M,IND,"1204.0"
2006,PERINTHALMANNA,KODAKKADAN HAMZA,M,IND,"869.0"
2006,PERINTHALMANNA,K. SHEEBA KRISHNAN,F,BSP,"865.0"
2006,PERINTHALMANNA,AKBAR,M,IND,"673.0"
2006,PERINTHALMANNA,UMMER MOULAVI,M,IND,"410.0"
2006,PERINTHALMANNA,MOIDEEN SHAH,M,IND,"307.0"
2006,THRITHALA,T.P. KUNJUNNI,M,CPI,"59093.0"
2006,THRITHALA,P. BALAN,M,INC,"52144.0"
2006,THRITHALA,VILATHUR KRISHNAN,M,BJP,"8108.0"
2006,THRITHALA,UNNIKRISHNAN,M,BSP,"3021.0"
2006,PATTAMBI,C.P.MOHAMMED,M,INC,"57752.0"
2006,PATTAMBI,K.E. ESMAIL,M,CPI,"57186.0"
2006,PATTAMBI,UMA RAJENDRAN,F,BJP,"7470.0"
2006,PATTAMBI,A.P. MOHAMED,M,IND,"1425.0"
2006,PATTAMBI,K. ISMAIL,M,IND,"1286.0"
2006,PATTAMBI,ADV. V.K. KRISHNAKUMAR,M,BSP,"818.0"
2006,OTTAPALAM,M. HAMSA,M,CPI,"63447.0"
2006,OTTAPALAM,V.C. KABEER MASTER,M,INC,"39104.0"
2006,OTTAPALAM,SIVADASAN K,M,BJP,"9759.0"
2006,OTTAPALAM,CHANDRAN. M.C,M,BSP,"1587.0"
2006,SREEKRISHNAPURAM,K.S. SALEEKA,F,CPI,"67872.0"
2006,SREEKRISHNAPURAM,ADV. K.P. ANILKUMAR,M,INC,"63524.0"
2006,SREEKRISHNAPURAM,M.P. NARAYANAN KUTTY,M,BJP,"6531.0"
2006,SREEKRISHNAPURAM,SALEENA,F,IND,"2967.0"
2006,SREEKRISHNAPURAM,RAMESH.P.V.,M,BSP,"1034.0"
2006,MANNARKAD,JOSE BABY,M,CPI,"70172.0"
2006,MANNARKAD,KALATHIL ABDULLA,M,MUL,"62959.0"
2006,MANNARKAD,M.K. CHANDRAN,M,BJP,"4552.0"
2006,MANNARKAD,SAILAJA PURUSHOTHAMAN,F,ADMK,"2209.0"
2006,MANNARKAD,R. MARUTHACHALAM,M,BSP,"1497.0"
2006,MALAMPUZHA,V.S. ACHUTHANANDAN,M,CPI,"64775.0"
2006,MALAMPUZHA,SATHEESAN PACHENI,M,INC,"44758.0"
2006,MALAMPUZHA,ADV. P J THOMAS,M,BJP,"4384.0"
2006,MALAMPUZHA,V. K. RAMACHANDRAN,M,IND,"1185.0"
2006,MALAMPUZHA,N. SUBRAMANIAN,M,BSP,"554.0"
2006,MALAMPUZHA,RAJEEV.K.R,M,IND,"294.0"
2006,MALAMPUZHA,C. ARUMUGHAN,M,IND,"254.0"
2006,MALAMPUZHA,M. VELAYUDHAN,M,CPI,"215.0"
2006,MALAMPUZHA,N. AMARNATH,M,IND,"206.0"
2006,MALAMPUZHA,T. ACHUTHAN,M,IND,"199.0"
2006,PALGHAT,K. K. DIVAKARAN,M,CPI,"41166.0"
2006,PALGHAT,A.V. GOPINATHAN,M,INC,"39822.0"
2006,PALGHAT,O. RAJAGOPAL,M,BJP,"27667.0"
2006,PALGHAT,ADV. VIJAYA SARATHY,M,IND,"765.0"
2006,PALGHAT,ADV. VIJAYA SARATHY,M,IND,"765.0"
2006,PALGHAT,A. K. SALEEM AAMAYUR,M,BSP,"490.0"
2006,PALGHAT,A. GOPINATHAN,M,IND,"442.0"
2006,PALGHAT,RAVI EZHAVAN,M,IND,"409.0"
2006,PALGHAT,V.V. GOPINATH,M,IND,"329.0"
2006,PALGHAT,M. J. JOSEPH,M,IND,"256.0"
2006,CHITTUR,K ACHUTHAN,M,INC,"55352.0"
2006,CHITTUR,EZHUTHANI K.,M,JD,"53340.0"
2006,CHITTUR,ADV. JAYAKRISHNAN,M,BJP,"3374.0"
2006,CHITTUR,BABU,M,IND,"1414.0"
2006,CHITTUR,A. ABDUL HAMEED,M,IND,"1206.0"
2006,CHITTUR,ADV. P.A. VELAYUDHAN,M,ADMK,"1088.0"
2006,CHITTUR,C. ACHUTHAN,M,IND,"932.0"
2006,CHITTUR,K. KRISHNANKUTTY,M,IND,"875.0"
2006,CHITTUR,JAYAN,M,BSP,"820.0"
2006,CHITTUR,A. KRISHNAN KUTTY,M,IND,"627.0"
2006,KOLLENGODE,V. CHENTHAMARAKSHAN,M,CPI,"55934.0"
2006,KOLLENGODE,K. A. CHANDRAN,M,INC,"50808.0"
2006,KOLLENGODE,G. RAMACHANDRAN,M,BJP,"5357.0"
2006,KOLLENGODE,SOORYANARAYANAN,M,IND,"1756.0"
2006,KOLLENGODE,SIVADASAN,M,BSP,"925.0"
