,YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
1206,1965,111 KOTTARAKKARA,2 E. CHANDRASEKHARAN NAIR,M,CPI,19395.0
1207,1965,111 KOTTARAKKARA,3 T. K. KURIKES,M,CON,10052.0
1208,1965,111 KOTTARAKKARA,4 PHILIPOSE,M,IND,604.0
1209,1965,111 KOTTARAKKARA,5 PAPPACHEN,M,CPI(M),561.0
1210,1965,112 KUNNATHUR,1 T. KRISHNAN,M,KC,15734.0
1211,1965,112 KUNNATHUR,2 T. KESAVAN,M,CPI,12297.0
1212,1965,112 KUNNATHUR,3 K. CHANDRASEKHARA SASTRI,M,CON,10165.0
1213,1965,112 KUNNATHUR,4 K. C. NANOO,M,CPI(M),9689.0
1214,1965,112 KUNNATHUR,5 M. K. KUNJAN,M,IND,1631.0
1215,1965,112 KUNNATHUR,6 K. SUKUMARAN,M,IND,268.0
1216,1965,113 ADOOR,1 K. K. GOPALAN NAIR,M,KC,17651.0
1217,1965,113 ADOOR,2 P. RAMALINGA AYYAR,M,CPI,15287.0
1218,1965,113 ADOOR,3 K. S. PARAMESWARAN PILLAI,M,CON,8865.0
1219,1965,113 ADOOR,4 N. RAMACHANDRAN UNNITHAN,M,CPI(M),6791.0
1220,1965,113 ADOOR,5 K. KARUNAKARAN NAIR,M,IND,1216.0
1221,1965,113 ADOOR,6 P. O. THOMAS,M,IND,721.0
1222,1965,114 KRISHNAPURAM,1 M. K. HEMACHANDRAN,M,CON,19842.0
1223,1965,114 KRISHNAPURAM,2 UNNIKRISHNA PILLAI,M,CPI,16229.0
1224,1965,114 KRISHNAPURAM,3 K. O. AISHA BAI,F,CPI(M),15304.0
1225,1965,115 KARUNAGAPALLY,1 KUNJUKRISHNAN,M,CON,19762.0
1226,1965,115 KARUNAGAPALLY,2 BHASI,M,IND,17468.0
1227,1965,115 KARUNAGAPALLY,3 VASUDEVAN,M,IND,8711.0
1228,1965,115 KARUNAGAPALLY,4 POOKUNJU,M,IND,8104.0
1229,1965,115 KARUNAGAPALLY,5 KUNJU KUNJU,M,IND,2473.0
1230,1965,116 QUILON,1 HENRY AUSTIN,M,CON,13749.0
1231,1965,116 QUILON,2 T. K. DIVAKARAN,M,IND,13499.0
1232,1965,116 QUILON,3 DAN GONZAGO,M,KC,11047.0
1233,1965,116 QUILON,4 C. M. MYTHEEN KUNJU,M,CPI(M),9731.0
1234,1965,117 KUNDARA,1 SANKARA NARAYANA PILLAI,M,CON,20166.0
1235,1965,117 KUNDARA,2 CHITHARANJAN,M,CPI,14126.0
1236,1965,117 KUNDARA,3 GILLARIOS,M,CPI(M),13010.0
1237,1965,117 KUNDARA,4 CYRIL SE BASTIAN,M,KC,11789.0
1238,1965,118 ERAVIPURAM,1 ABDUL RAHIM,M,CON,19114.0
1239,1965,118 ERAVIPURAM,2 SANKARAN UNNI,M,IND,18458.0
1240,1965,118 ERAVIPURAM,3 SHAMSUDIN,M,SSP,12406.0
1241,1965,118 ERAVIPURAM,4 REAGIS JOSEPH,M,IND,1272.0
1242,1965,118 ERAVIPURAM,5 BHASKARA PILLAI,M,IND,672.0
1243,1965,119 CHANTHANOOR,1 THANKANPPAN PILLAI,M,IND,17462.0
1244,1965,119 CHANTHANOOR,1 THANKANPPAN PILLAI,M,IND,17462.0
1245,1965,119 CHANTHANOOR,2 P. RAVINDRAN,M,CPI,16694.0
1246,1965,119 CHANTHANOOR,3 C. V. PADMARAJAN,M,CON,8805.0
1247,1965,119 CHANTHANOOR,4 A. HARIDASAN,M,CPI(M),4627.0
1248,1965,119 CHANTHANOOR,5 K. M. MUHOMMED BASHIR,M,IND,2596.0
1249,1965,120 VARKALA,1 K. SHAHUL HAMEED,M,CON,21092.0
1250,1965,120 VARKALA,2 V. RADHAKRISHNAN,M,CPI(M),12381.0
1251,1965,120 VARKALA,3 ABDUL MAJEED,M,CPI,10770.0
1252,1965,121 ATTINGAL,1 K. ANIRUDHAN,M,CPI(M),25598.0
1253,1965,121 ATTINGAL,2 R .SANKAR,M,CON,23515.0
1254,1965,121 ATTINGAL,3 M. R. NARAYANA PILLAI,M,IND,3170.0
1255,1965,121 ATTINGAL,4 V. KRISHNAN,M,IND,1321.0
1256,1965,122 KILIMANOOR,1 C. K. BALAKRISHNAN,M,CPI(M),17911.0
1257,1965,122 KILIMANOOR,2 K. SIVADASAN,M,CON,17567.0
1258,1965,122 KILIMANOOR,3 M. ATCHUTHAN,M,IND,2861.0
1259,1965,122 KILIMANOOR,4 A. SUKUMARAN,M,IND,745.0
1260,1965,123 VAMANAPURAM,1 M.KUNJUKRISHNA PILLAI,M,CON,18017.0
1261,1965,123 VAMANAPURAM,2 VASUDEVAN PILLAI,M,CPI(M),16968.0
1262,1965,123 VAMANAPURAM,3 G. GOPINATHAN NAIR,M,IND,2856.0
1263,1965,123 VAMANAPURAM,4 M. ALIKUNJU SASTRY,M,IND,1866.0
1264,1965,124 ARYANAD,1 V. SANKARAN,M,CON,11187.0
1265,1965,124 ARYANAD,2 M. ABDUL MAJEED,M,SSP,9890.0
1266,1965,124 ARYANAD,3 BEOL WILLIAM,M,KC,6999.0
1267,1965,124 ARYANAD,4 K. SAMBASIVAN,M,CPI,5115.0
1268,1965,124 ARYANAD,5 RAJARATNAM,M,IND,908.0
1269,1965,124 ARYANAD,6 LEKSHAMANAN KANI,M,IND,636.0
1270,1965,125 NEDUMANGAD,1 S. VARADARAJAN NAIR,M,CON,21674.0
1271,1965,125 NEDUMANGAD,2 NEELAKANTARU PANDARATHIL,M,CPI,9625.0
1272,1965,125 NEDUMANGAD,3 SREEDHAR,M,SSP,7083.0
1273,1965,126 KAZHAKKOOTTAM,1 N. LAKSHMANAN,M,CON,17379.0
1274,1965,126 KAZHAKKOOTTAM,2 K. P. ALIKUNJU,M,CPI(M),14011.0
1275,1965,126 KAZHAKKOOTTAM,3 V. GOPI,M,KC,13263.0
1276,1965,126 KAZHAKKOOTTAM,4 K. SADANANDAN,M,CPI,4809.0
1277,1965,126 KAZHAKKOOTTAM,5 AUGUSTINE M. LOPEZ,M,IND,1014.0
1278,1965,127 TRIVANDRUM I,1 B. MADHAVAN NAIR,M,SSP,14865.0
1279,1965,127 TRIVANDRUM I,2 M. N. GOPINATHAN NAIR,M,CON,14638.0
1280,1965,127 TRIVANDRUM I,3 K. SUKUMARAN NAIR,M,IND,3710.0
1281,1965,127 TRIVANDRUM I,4 K. KARUNAKARAN,M,CPI,2583.0
1282,1965,127 TRIVANDRUM I,5 G. VENUGOPALAN,M,IND,260.0
1283,1965,128 TIRVANDRUM I I,1 WILFRED SEBASTIAN,M,CON,18129.0
1284,1965,128 TIRVANDRUM I I,2 E. P. EAPEN,M,SSP,14286.0
1285,1965,128 TIRVANDRUM I I,3 VAMADEVAN,M,IND,9663.0
1286,1965,128 TIRVANDRUM I I,4 N. GOPALA PILLAI,M,IND,3761.0
1287,1965,128 TIRVANDRUM I I,5 GOPALAKRISHNAN NAIR,M,IND,933.0
1288,1965,129 NEMON,1 M. SADASIVAN,M,CPI(M),17756.0
1289,1965,129 NEMON,2 P. NARAYAN NAIR,M,CON,15043.0
1290,1965,129 NEMON,3 K. KRISHNAN NAIR,M,IND,3525.0
1291,1965,129 NEMON,4 K. V. SURENDRANATH,M,CPI,2881.0
1292,1965,129 NEMON,4 K. V. SURENDRANATH,M,CPI,2881.0
1293,1965,129 NEMON,5 P. RAMADAS,M,IND,895.0
1294,1965,130 KOVALAM,1 M. KUNJUKRISHNAN NADAR,M,CON,19896.0
1295,1965,130 KOVALAM,2 CAMALIAS MORAES,M,KC,8972.0
1296,1965,130 KOVALAM,3 ANTONY D CRUZ,M,SSP,8449.0
1297,1965,130 KOVALAM,4 M. P. KRISHNANKUTTY,M,IND,1671.0
1298,1965,131 VILAPPIL,1 M. BHASKARANNAIR,M,CON,21850.0
1299,1965,131 VILAPPIL,2 G. KRISHNAN NAIR,M,SSP,15653.0
1300,1965,131 VILAPPIL,3 S. NARAYANAN NAIR,M,CPI,4651.0
1301,1965,131 VILAPPIL,4 K. VELAYUDHAN NAIR,M,IND,2576.0
1302,1965,132 NEYYATHIKARA,1 G. CHANDRASEKHARA PILLAI,M,CON,18003.0
1303,1965,132 NEYYATHIKARA,2 SATHYANESAN,M,CPI(M),15177.0
1304,1965,132 NEYYATHIKARA,2 SATHYANESAN,M,CPI(M),15177.0
1305,1965,132 NEYYATHIKARA,3 WILIAM FLETCHER,M,KC,9639.0
1306,1965,132 NEYYATHIKARA,4 JANARDHANAN NAIR,M,CPI,4343.0
1307,1965,133 PARASSALA,1 N. GAMALIEL,M,CON,25949.0
1308,1965,133 PARASSALA,2 S. SUKUMARAN NAIR,M,SSP,12246.0
1309,1965,133 PARASSALA,3 A. MARIA SUSA,M,CPI,5086.0
1310,1967,1 MANJESHWAR,1 K.M.BHANDARY,M,IND,23471.0
1311,1967,1 MANJESHWAR,2 M.R.RAI,M,CPM,18690.0
1312,1967,1 MANJESHWAR,3 A.KORAGAN,M,INC,980.0
1313,1967,2 KASARGOD,1 U.P.KUNIKULLAYA,M,IND,20635.0
1314,1967,2 KASARGOD,1 U.P.KUNIKULLAYA,M,IND,20635.0
1315,1967,2 KASARGOD,2 H.A.SCHEMNAD,M,MUL,20540.0
1316,1967,2 KASARGOD,3 V.K.S.NAIR,M,INC,4729.0
1317,1967,3 HOSDRUG,1 N.K.BALAKRISHNAN,M,SSP,25717.0
1318,1967,3 HOSDRUG,2 M.N.NAMBIAR,M,INC,16056.0
1319,1967,3 HOSDRUG,2 M.N.NAMBIAR,M,INC,16056.0
1320,1967,3 HOSDRUG,3 M.U.RAO,M,BJS,4384.0
1321,1967,4 NILESWAR,1 V.V.KUNHAMBU,M,CPM,34496.0
1322,1967,4 NILESWAR,2 T.P.G.NAMBOODIRI,M,INC,12909.0
1323,1967,4 NILESWAR,3 K.DAMODARAN,M,KEC,1428.0
1324,1967,5 EDAKKAD,1 C.KANNAN,M,CPM,32563.0
1325,1967,5 EDAKKAD,2 P.P.LAKSHMANAN,M,INC,22125.0
1326,1967,5 EDAKKAD,3 A.P.C.MOIDU,M,IND,512.0
1327,1967,6 CANNANORE,1 E.AHAMED,M,MUL,35261.0
1328,1967,6 CANNANORE,2 N.K.KUMARAN,M,INC,26997.0
1329,1967,7 MADAYI,1 M.MANJURAN,M,IND,32974.0
1330,1967,7 MADAYI,2 P.KRISHNAN,M,INC,13862.0
1331,1967,7 MADAYI,3 P.V.K.NAIR,M,BJS,1038.0
1332,1967,7 MADAYI,4 C.BALAKRISHNAN,M,KEC,816.0
1333,1967,7 MADAYI,4 C.BALAKRISHNAN,M,KEC,816.0
1334,1967,8 PAYYANNUR,1 A.V.KUNHABGU,M,CPM,29835.0
1335,1967,8 PAYYANNUR,2 V.T.N.PODUVAL,M,INC,14774.0
1336,1967,8 PAYYANNUR,3 T.T.J.THOMAS,M,KEC,2397.0
1337,1967,9 TALIPARAMBA,1 K.P.R.PODUVAL,M,CPM,31508.0
1338,1967,9 TALIPARAMBA,2 N.C.VARGHESE,M,INC,22233.0
1339,1967,9 TALIPARAMBA,3 V.M.V.BHARATHIYAN,M,BJS,1231.0
1340,1967,9 TALIPARAMBA,4 P.PERUMPUZHA,M,KEC,883.0
1341,1967,10 IRIKKUR,1 E.P.K.NAMBIAR,M,CPM,31590.0
1342,1967,10 IRIKKUR,2 K.R. KARUNAKARAN,M,INC,16679.0
1343,1967,11 KUTHUPARAMBA,1 K.K.ABEE,M,SSP,28449.0
1344,1967,11 KUTHUPARAMBA,2 M.K.KRISHNAN,M,INC,17797.0
1345,1967,11 KUTHUPARAMBA,3 A.P.KRISHNAN,M,PSP,1783.0
1346,1967,11 KUTHUPARAMBA,4 K.J.SEBASTIAN,M,KEC,966.0
1347,1967,12 TELLICHERRY,1 K.P.R.GOPALAN,M,CPM,34612.0
1348,1967,12 TELLICHERRY,2 P.NANOO,M,INC,21772.0
1349,1967,13 PERINGALAM,1 P.R.KURUP,M,SSP,38701.0
1350,1967,13 PERINGALAM,2 N.M.NAMBIAR,M,INC,13034.0
1351,1967,14 NORTH WYNAD,1 K.K.ANNAN,M,CPM,19983.0
1352,1967,14 NORTH WYNAD,2 C.M.KULIAN,M,INC,14970.0
1353,1967,15 BADAGARA,1 M.KRISHNAN,M,SSP,37488.0
1354,1967,15 BADAGARA,2 M.VENUGOPAL,M,INC,12977.0
1355,1967,16 NADAPURAM,1 E.V.KUMARAN,M,CPM,31395.0
1356,1967,16 NADAPURAM,2 P.BALAKRISHNAN,M,INC,14936.0
1357,1967,16 NADAPURAM,3 K.K.M.SHAFEE,M,SWA,2594.0
1358,1967,17 MEPPAYUR,1 M.K.KELU,M,CPM,33365.0
1359,1967,17 MEPPAYUR,2 C.K.KURUP,M,INC,15639.0
1360,1967,18 QUILANDY,1 P.K.KIDAVE,M,SSP,32390.0
1361,1967,18 QUILANDY,2 K.GOPALAN,M,INC,23375.0
1362,1967,18 QUILANDY,3 A.K.S.MENON,M,BJS,1547.0
1363,1967,18 QUILANDY,4 T.P.MOSSA,M,IND,646.0
1364,1967,19 PERAMBRA,1 V.V.D.MOORTHY,M,CPM,30307.0
1365,1967,19 PERAMBRA,2 K.T.K.NAIR,M,INC,18784.0
1366,1967,19 PERAMBRA,3 U.P.N.NAIR,M,BJS,1929.0
1367,1967,19 PERAMBRA,4 E.I.KADER,M,KEC,658.0
1368,1967,20 BALUSSERI,1 A.K.APPU,M,SSP,29069.0
1369,1967,20 BALUSSERI,2 O.K.GOVINDAN,M,INC,22491.0
1370,1967,20 BALUSSERI,3 K.KUNHIRAMAN,M,BJS,2094.0
1371,1967,20 BALUSSERI,4 K.M.Z.KOYA,M,IND,423.0
1372,1967,21 KUNNAMANGALAM,1 V.K.NAIR,M,SSP,28773.0
1373,1967,21 KUNNAMANGALAM,2 K.P.PADMANABHAN,M,INC,13171.0
1374,1967,21 KUNNAMANGALAM,3 P.K.D.NAIR,M,BJS,3125.0
1375,1967,21 KUNNAMANGALAM,4 T.K.C.M.HAJI,M,IND,1203.0
1376,1967,22 KALPETTA,1 B.WELLINGDON,M,IND,23510.0
1377,1967,22 KALPETTA,2 A.V.R.G.MENON,M,INC,11960.0
1378,1967,22 KALPETTA,3 M.K.K.KURUP,M,BJS,959.0
1379,1967,22 KALPETTA,4 S.ABRAHAM,F,KEC,953.0
1380,1967,23 SOUTH WYNAD,1 M.RAMUNNI,M,SSP,20220.0
1381,1967,23 SOUTH WYNAD,2 M.C.MARU,M,INC,14610.0
1382,1967,23 SOUTH WYNAD,2 M.C.MARU,M,INC,14610.0
1383,1967,24 CALICUT I,1 P.C.R.NAIR,M,CPM,32794.0
1384,1967,24 CALICUT I,2 M.KAMALAM,F,INC,27710.0
1385,1967,24 CALICUT I,3 V.RAJACHANDRAN,M,BJS,1750.0
1386,1967,24 CALICUT I,4 H.K.A.KOYA,M,IND,320.0
1387,1967,25 CALICUT II,1 P.M.ABUBACKER,M,MUL,32415.0
1388,1967,25 CALICUT II,1 P.M.ABUBACKER,M,MUL,32415.0
1389,1967,25 CALICUT II,2 V.ZUBAIR,M,INC,21859.0
1390,1967,25 CALICUT II,3 M.R.S.IYER,M,BJS,3019.0
1391,1967,26 BEYPORE,1 K.C.MASTER,M,CPM,33479.0
1392,1967,26 BEYPORE,2 I.P.KRISHNAN,M,INC,14947.0
1393,1967,26 BEYPORE,3 K.KRISHNAN,M,BJS,4071.0
1394,1967,27 TIRURANGADI,1 A.K.N.LAJI,M,MUL,29267.0
1395,1967,27 TIRURANGADI,2 T.P.K.KUTTY,M,INC,19599.0
1396,1967,27 TIRURANGADI,3 P.K.B.MENON,M,BJS,2062.0
1397,1967,28 TANUR,1 M.M.K.HAJI,M,MUL,29219.0
1398,1967,28 TANUR,2 T.A.KUTTY,M,INC,10491.0
1399,1967,28 TANUR,3 M.JAYACHANDRAN,M,BJS,4245.0
1400,1967,29 TIRUR,1 K.M.K.HAJI,M,MUL,28558.0
1401,1967,29 TIRUR,2 R.MUHAMED,M,INC,18527.0
1402,1967,30 KUTTIPPURAM,1 C.M.KUTTY,M,MUL,28245.0
1403,1967,30 KUTTIPPURAM,2 P.R.MENON,M,INC,10968.0
1404,1967,31 KONDOTTY,1 S.U.BAFAKIH,M,MUL,33166.0
1405,1967,31 KONDOTTY,2 M.P.GANGADHARAN,M,INC,13874.0
1406,1967,31 KONDOTTY,3 K.BALAKRISHNAN,M,BJS,3131.0
1407,1967,32 MALAPPURAM,1 M.P.M.A.KURIKKEL,M,MUL,32813.0
1408,1967,32 MALAPPURAM,2 A.C.SHANMUGHADAS,M,INC,12094.0
1409,1967,33 MANJERI,1 M.CHADAYAN,M,MUL,23752.0
1410,1967,33 MANJERI,2 S.MARIAPPAN,M,INC,12636.0
1411,1967,33 MANJERI,3 E.KANNAN,M,IND,925.0
1412,1967,34 NILAMBUR,1 K.KUNHALI,M,CPM,25215.0
1413,1967,34 NILAMBUR,2 A.MOHAMED,M,INC,15426.0
1414,1967,35 PONNANI,1 V.P.C.THANGAL,M,MUL,30251.0
1415,1967,35 PONNANI,2 K.G.K.MENON,M,INC,16430.0
1416,1967,35 PONNANI,3 P.VENUGOPALAN,M,BJS,2402.0
1417,1967,36 THRITHALA,1 E.T.KUNHAN,M,CPM,24119.0
1418,1967,36 THRITHALA,2 K.KUNHAMBU,M,INC,14485.0
1419,1967,36 THRITHALA,3 K.V.CHAMMINI,M,BJS,2082.0
1420,1967,37 PATTAMBI,1 E.M.S.NAMBOODIRIPAD,M,CPM,23955.0
1421,1967,37 PATTAMBI,2 K.G.MENON,M,INC,11838.0
1422,1967,37 PATTAMBI,3 T.N.BHARATHAN,M,BJS,4231.0
1423,1967,38 OTTAPALAM,1 P.P.KRISHNAN,M,CPM,21086.0
1424,1967,38 OTTAPALAM,2 M.N.KURUP,M,INC,13123.0
1425,1967,39 SREEKRISHNAPURAM,1 C.G.PANICKER,M,CPM,18762.0
1426,1967,39 SREEKRISHNAPURAM,2 K.R.NAIR,M,INC,9510.0
1427,1967,40 MANKADA,1 H.C.H.M.KOYA,M,MUL,29503.0
1428,1967,40 MANKADA,2 V.S.A.C.K.THANGAL,M,INC,4986.0
1429,1967,40 MANKADA,3 V.R.NAIR,M,BJS,2472.0
1430,1967,41 PERINTHALMANNA,1 P.M.KUTTY,M,CPM,24285.0
1431,1967,41 PERINTHALMANNA,2 P.M.SADIO,M,INC,7513.0
1432,1967,42 MANNARGHAT,1 E.K.I.BAVA,M,CPM,20504.0
1433,1967,42 MANNARGHAT,2 N.BALASUBRAMANYAN,M,INC,8608.0
1434,1967,42 MANNARGHAT,3 K.KASIMUTHU,M,IND,2316.0
1435,1967,43 PALGHAT,1 R.KRISHNAN,M,CPM,24627.0
1436,1967,43 PALGHAT,2 K.SANKARANAYAYANAN,M,INC,14996.0
1437,1967,43 PALGHAT,3 O.RAJAGOPALAN,M,BJS,4649.0
1438,1967,43 PALGHAT,4 A.R.RAJAGOPALAN,M,SWA,1222.0
1439,1967,44 MALAMPUZHA,1 M.P.KUNHIRAMAN,M,CPM,27454.0
1440,1967,44 MALAMPUZHA,2 A.NARAYANAN,M,INC,11585.0
1441,1967,45 CHITTUR,1 K.A.S.BHARATHY,M,SSP,23985.0
1442,1967,45 CHITTUR,2 A.S.SAHIB,M,INC,17174.0
1443,1967,46 KOLLENGODE,1 C.V.MENON,M,CPM,19779.0
1444,1967,46 KOLLENGODE,2 GANGADHARAN,M,INC,14370.0
1445,1967,46 KOLLENGODE,3 C.K.NAIR,M,SWA,2405.0
1446,1967,46 KOLLENGODE,4 KOCHAPPAN,M,IND,1535.0
1447,1967,47 ALATHUR,1 R.KRISHNAN,M,CPM,25467.0
1448,1967,47 ALATHUR,2 SARADA,F,INC,13630.0
1449,1967,48 KUZHALMANNAM,1 O.KORAN,M,SSP,19138.0
1450,1967,48 KUZHALMANNAM,2 E.KONTHA,M,INC,11452.0
1451,1967,48 KUZHALMANNAM,3 V.K.KANNI,M,IND,2552.0
1452,1967,49 CHELAKKARA,1 P.KUNHAN,M,CPM,21175.0
1453,1967,49 CHELAKKARA,2 K.K.BALAKRISHNAN,M,INC,19123.0
1454,1967,49 CHELAKKARA,3 E.G.CHATHU,M,IND,1597.0
1455,1967,50 WADAKKANCHERY,1 N.K.SESHAN,M,SSP,23857.0
1456,1967,50 WADAKKANCHERY,2 K.S.N.NAMBOODIRI,M,INC,22173.0
1457,1967,50 WADAKKANCHERY,3 P.P.KOMAN,M,KEC,1099.0
1458,1967,50 WADAKKANCHERY,4 M.R.MADHAVAN,M,IND,962.0
1459,1967,51 KUNNAMKULAM,1 A.S.N.NAMBISSAN,M,CPM,27014.0
1460,1967,51 KUNNAMKULAM,2 A.K.KUNHUNNY,M,INC,24930.0
1461,1967,51 KUNNAMKULAM,3 A.CHAZHOOR,M,KEC,1052.0
1462,1967,51 KUNNAMKULAM,4 K.B.PANICKER,M,IND,419.0
1463,1967,52 MANALUR,1 N.I.DEVASSYKUTTY,M,INC,26523.0
1464,1967,52 MANALUR,2 V.MECHERI,M,IND,26374.0
1465,1967,52 MANALUR,3 K.P.NAMBOODIRI,M,PSP,1065.0
1466,1967,53 TRICHUR,1 K.S.NAIR,M,CPM,26149.0
1467,1967,53 TRICHUR,2 T.P.SEETHARAMAN,M,INC,25547.0
1468,1967,53 TRICHUR,3 A.T.VARGHESE,M,KEC,1570.0
1469,1967,53 TRICHUR,4 S.THOMAS,M,IND,407.0
1470,1967,54 OLLUR,1 A.V.ARYAN,M,CPM,24569.0
1471,1967,54 OLLUR,2 P.P.FRANCIS,M,INC,24421.0
1472,1967,54 OLLUR,3 A.R.VEMAL,M,PSP,1025.0
1473,1967,55 IRINJALAKKUDA,1 C.K.RAJAN,M,CPI,27151.0
1474,1967,55 IRINJALAKKUDA,2 R.POZHEKADAVIL,M,INC,23515.0
1475,1967,56 KODAKARA,1 P.S. NAMBOODIRI,M,CPI,24265.0
1476,1967,56 KODAKARA,2 P.R. KRISHNAN,M,INC,15680.0
1477,1967,56 KODAKARA,3 V.L. LONAPPAN,M,IND,6255.0
1478,1967,57 CHALAKUDI,1 P.P. GEROGE,M,INC,26568.0
1479,1967,57 CHALAKUDI,2 P.K. CHATHAN,M,CPI,23107.0
1480,1967,57 CHALAKUDI,3 T.A. ANTONY,M,KEC,2682.0
1481,1967,58 MALA,1 K.KARUNAKARAN,M,INC,23563.0
1482,1967,58 MALA,2 K.A.THOMAS,M,CPI,23199.0
1483,1967,59 GURUVAYUR,1 B.V.S.THANGAL,M,MUL,20986.0
1484,1967,59 GURUVAYUR,2 A.A.KOCHUNNY,M,INC,20523.0
1485,1967,59 GURUVAYUR,3 M.P.GANESAN,M,KEC,3274.0
1486,1967,60 NATTIKA,1 T . K . KRISHNAN,M,CPM,27635.0
1487,1967,60 NATTIKA,2 K . K . VISWANATHAN,M,INC,24634.0
1488,1967,61 CRANGANORE,1 P . K . GOPALAKRISHNAN,M,CPI,26536.0
1489,1967,61 CRANGANORE,2 M . SAGIR,M,INC,23221.0
1490,1967,61 CRANGANORE,3 E . G . MENON,M,KEC,1729.0
1491,1967,62 ANKAMALI,1 A . P . KURIAN,M,CPM,21427.0
1492,1967,62 ANKAMALI,2 A . C . GEORGE,M,INC,15237.0
1493,1967,62 ANKAMALI,3 J . PATHADAN,M,KEC,14167.0
1494,1967,63 VADAKARA,1 E . BALANANDAN,M,CPM,28234.0
1495,1967,63 VADAKARA,2 K . R . VIJAYAN,M,INC,27601.0
1496,1967,64 PARAVUR,1 K . T . GEORGE,M,INC,17418.0
1497,1967,64 PARAVUR,2 V . PAINADAN,M,IND,13719.0
1498,1967,64 PARAVUR,3 T . THOMAS,M,SSP,13488.0
1499,1967,64 PARAVUR,4 P . K .PILLAI,M,IND,944.0
1500,1967,65 NARAKAL,1 A . S . PURUSHOTHAMAN,M,CPM,24616.0
1501,1967,65 NARAKAL,2 K . C . ABRAHAM,M,INC,23474.0
1502,1967,65 NARAKAL,3 P . MANVETTAM,M,KEC,1758.0
1503,1967,66 MATTANCHERRY,1 M . P . M . JAFFERKHAN,M,MUL,28175.0
1504,1967,66 MATTANCHERRY,2 P . T . JACOB,M,INC,21763.0
1505,1967,66 MATTANCHERRY,3 R . GOPALKRISHNAN,M,BJS,1403.0
1506,1967,66 MATTANCHERRY,4 S . V . R . S . IYER,M,KEC,1115.0
1507,1967,66 MATTANCHERRY,5 A . P . G . PRABHU,M,IND,623.0
1508,1967,66 MATTANCHERRY,6 K . H . GANI,M,IND,576.0
1509,1967,67 PALLURUTHY,1 P . GANGADHARAN,M,CPM,24779.0
1510,1967,67 PALLURUTHY,2 A . L . JACOB,M,INC,23395.0
1511,1967,67 PALLURUTHY,3 P . T . ALEXANDER,M,KEC,2314.0
1512,1967,68 THRIPUNITHURA,1 T . K . RAMAKRISHNAN,M,CPM,27435.0
1513,1967,68 THRIPUNITHURA,2 P . P . MANI,M,INC,25976.0
1514,1967,68 THRIPUNITHURA,3 V .K . PHILIP,M,IND,1846.0
1515,1967,68 THRIPUNITHURA,4 K . VENUGOPALAN,M,SWA,880.0
1516,1967,69 ERANAKULAM,1 A . PARAMBITHARA,M,INC,23270.0
1517,1967,69 ERANAKULAM,2 K . A . RAJAN,M,CPI,22973.0
1518,1967,69 ERANAKULAM,3 V . V . MICHAEL,M,KEC,3612.0
1519,1967,69 ERANAKULAM,4 V . E . MATHAI,M,BJS,1115.0
1520,1967,70 ALWAYE,1 M . K . A . HAMEED,M,IND,29978.0
1521,1967,70 ALWAYE,2 V . P . MARAKKAR,M,INC,20360.0
1522,1967,70 ALWAYE,3 K . M . JOSEPH,M,KEC,1635.0
1523,1967,70 ALWAYE,4 P . N . SUKUMARAN,M,BJS,1500.0
1524,1967,71 PERUMBAVOOR,1 P . G . PILLAI,M,CPM,23161.0
1525,1967,71 PERUMBAVOOR,2 K . G . R . KARTHA,M,INC,17996.0
1526,1967,71 PERUMBAVOOR,3 C .P . POULOSE,M,KEC,5968.0
1527,1967,72 KUNNATHUNAD,1 M . K . KRISHNAN,M,CPM,28083.0
1528,1967,72 KUNNATHUNAD,2 K . K . MADHAVAN,M,INC,21203.0
1529,1967,72 KUNNATHUNAD,3 M . K . KUNHJOL,M,KEC,2359.0
1530,1967,73 KOTHAMANGALAM,1 T . M . MEETHIYAN,M,CPM,21210.0
1531,1967,73 KOTHAMANGALAM,2 M . I . MARKOSE,M,KEC,14822.0
1532,1967,73 KOTHAMANGALAM,3 M . P . VARGHESE,M,INC,14526.0
1533,1967,73 KOTHAMANGALAM,4 K . M . ALEYAS,M,IND,671.0
1534,1967,74 MUVATTUPUZHA,1 P . V . ABRAHAM,M,CPI,21333.0
1535,1967,74 MUVATTUPUZHA,2 K . C . PAILY,M,INC,15400.0
1536,1967,74 MUVATTUPUZHA,3 A . T . PATHROSE,M,KEC,12507.0
1537,1967,74 MUVATTUPUZHA,4 C . P . MATHAI,M,IND,516.0
1538,1967,75 THODUPUZHA,1 K . C . ZACHARIAH,M,IND,18780.0
1539,1967,75 THODUPUZHA,2 E . M . JOSEPH,M,KEC,17286.0
1540,1967,75 THODUPUZHA,3 J . THALAKKAN,M,INC,6624.0
1541,1967,76 KARIMANNOOR,1 M . M . THOMAS,M,IND,19070.0
1542,1967,76 KARIMANNOOR,1 M . M . THOMAS,M,IND,19070.0
1543,1967,76 KARIMANNOOR,2 A . C . CHACKO,M,KEC,12870.0
1544,1967,76 KARIMANNOOR,3 J . KUTTIYANI,M,INC,7669.0
1545,1967,77 DEVICOLAM,1 N . GANAPATHY,M,INC,15895.0
1546,1967,77 DEVICOLAM,2 G . VARATHAN,M,CPM,15607.0
1547,1967,77 DEVICOLAM,3 RAMAN,M,IND,2374.0
