,YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
3995,1982,107 ARANMULA,1 K. K. SREENIVASAN,M,INC,27864.0
3996,1982,107 ARANMULA,2 D. SUGATHAN,M,ICS,22573.0
3997,1982,107 ARANMULA,3 KARUNAKARAN PILLAI (UNNI),M,BJP,5078.0
3998,1982,107 ARANMULA,4 N. K. MOHANAN,M,IND,1877.0
3999,1982,107 ARANMULA,5 GOPINATHA PILLA KOCHUNJU PILLA,M,IND,322.0
4000,1982,107 ARANMULA,6 M. I. EAPPEN,M,IND,186.0
4001,1982,108 CHENGANNUR,1 S. RAMACHANDRAN PILLAI,M,IND,31156.0
4002,1982,108 CHENGANNUR,2 P. K. NAMBIAR,M,CPM,27865.0
4003,1982,108 CHENGANNUR,3 K. R. SARASWATHY AMMA,F,IND,4615.0
4004,1982,108 CHENGANNUR,4 ALAPRATHU GOPALAKRISHNAN NAIR,M,IND,670.0
4005,1982,108 CHENGANNUR,5 POULOSE MATHAI,M,IND,308.0
4006,1982,108 CHENGANNUR,6 RAMACHANDRAN PILLAI,M,IND,166.0
4007,1982,108 CHENGANNUR,7 M. N. EASO,M,IND,102.0
4008,1982,109 MAVELIKARA,1 S. GOVINDA KURUP,M,CPM,34743.0
4009,1982,109 MAVELIKARA,2 N. BHASKURAN NAIR,M,NDP,33576.0
4010,1982,109 MAVELIKARA,3 G. RAJAPPAN PILLAI,M,IND,774.0
4011,1982,109 MAVELIKARA,4 JOSE THOMAS,M,IND,550.0
4012,1982,110 PANDALAM,1 V. KESAVAN,M,CPM,38465.0
4013,1982,110 PANDALAM,2 THANNEERMUKKAM PADMANABHAN,M,IND,36501.0
4014,1982,110 PANDALAM,3 CHENNITHALA JANARDANAN,M,BJP,1144.0
4015,1982,110 PANDALAM,4 T. J. KUNJUKUNJU,M,IND,413.0
4016,1982,110 PANDALAM,5 K. MADHAVAN,M,IND,175.0
4017,1982,110 PANDALAM,6 K. K. RAGHAVAN,M,IND,114.0
4018,1982,111 RANNI,1 SUNNY PANAVELIL,M,ICS,34490.0
4019,1982,111 RANNI,2 M. C. CHERIAN,M,IND,25245.0
4020,1982,111 RANNI,3 P. K. RAJUKUTTY,M,IND,2196.0
4021,1982,111 RANNI,4 K. A. KESAVAN,M,IND,1514.0
4022,1982,112 PATHANAMTHITTA,1 K. K. NAIR,M,IND,36676.0
4023,1982,112 PATHANAMTHITTA,2 K. V. JOSEPH,M,IND,27217.0
4024,1982,112 PATHANAMTHITTA,3 V. N. UNNI,M,BJP,2777.0
4025,1982,112 PATHANAMTHITTA,4 JOHN JACOB,M,IND,222.0
4026,1982,113 KONNI,1 V. S CHANDRASEKHARAN PILLAI,M,CPM,32744.0
4027,1982,113 KONNI,2 P. J. THOMAS,M,INC,31430.0
4028,1982,113 KONNI,3 M. M. VASUDEVAN NAIR,M,BJP,1922.0
4029,1982,113 KONNI,4 M. K. KIVAKARAN,M,IND,611.0
4030,1982,113 KONNI,5 P. R. RAMAN,M,IND,437.0
4031,1982,113 KONNI,6 P. B. JANARDHANAN NAIR,M,IND,239.0
4032,1982,114 PATHANAPURAM,1 A. GEORGE,M,KEC,37088.0
4033,1982,114 PATHANAPURAM,2 K. KRISHNA PILLAI,M,CPI,33160.0
4034,1982,114 PATHANAPURAM,3 S. SHARAFUDDIN,M,IND,323.0
4035,1982,115 PUNALOOR,1 SAM OOMMEN,M,KCJ,36091.0
4036,1982,115 PUNALOOR,2 P. K. SREENIVASAN,M,CPI,34684.0
4037,1982,115 PUNALOOR,3 K. V. VASUDEVAN PILLAI,M,BJP,357.0
4038,1982,115 PUNALOOR,4 K. P. GOPALAN,M,IND,261.0
4039,1982,115 PUNALOOR,5 RAJAN PILLAI KESAVA PILLAI,M,IND,230.0
4040,1982,115 PUNALOOR,6 KARAVALOOR DEVADAS,M,IND,178.0
4041,1982,115 PUNALOOR,7 P. K. RAVEENDRAN PILLAI,M,IND,140.0
4042,1982,116 CHADAYAMANGALAM,1 K. R. CHANDRAMOHAN,M,CPI,33060.0
4043,1982,116 CHADAYAMANGALAM,2 G. CHANDRASEKHARAN UNNITHAN,M,IND,25229.0
4044,1982,117 KOTTARAKKARA,1 R. BALAKRISHNA PILLAI,M,KEC,37515.0
4045,1982,117 KOTTARAKKARA,2 E. CHANDRASEKHARAN NAIR,M,CPI,29371.0
4046,1982,117 KOTTARAKKARA,3 THOMAS K. PANICKER,M,IND,393.0
4047,1982,117 KOTTARAKKARA,4 SARAMMA BABY,F,IND,336.0
4048,1982,118 NEDUVATHUR,1 C. K. THANKAPPAN,M,CPM,34973.0
4049,1982,118 NEDUVATHUR,2 T. KRISHNAN,M,KEC,30898.0
4050,1982,118 NEDUVATHUR,3 A. NARAYANAN,M,BJP,484.0
4051,1982,118 NEDUVATHUR,4 A. SANKAR,M,IND,280.0
4052,1982,119 ADOOR,1 THENNALA BALAKRISHNA PILLAI,M,INC,30911.0
4053,1982,119 ADOOR,1 THENNALA BALAKRISHNA PILLAI,M,INC,30911.0
4054,1982,119 ADOOR,2 C. P. KARUNAKARAN PILLAI,M,CPM,29173.0
4055,1982,119 ADOOR,3 W. N. PHILIP,M,IND,829.0
4056,1982,119 ADOOR,4 M. K. SASI,M,IND,409.0
4057,1982,119 ADOOR,5 SAMAL S. K.,M,IND,154.0
4058,1982,120 KUNNATHUR,1 KOTTAKUZHI SUKUMARAN,M,IND,39992.0
4059,1982,120 KUNNATHUR,2 KALLADA NARAYANAN,M,RSP,36602.0
4060,1982,120 KUNNATHUR,3 SREEDHARAN,M,IND,513.0
4061,1982,120 KUNNATHUR,4 AYYAPAPN,M,IND,319.0
4062,1982,120 KUNNATHUR,5 KUNJURAMAN,M,IND,143.0
4063,1982,121 KARUNAGAPALLY,1 T. V. VIJAYARAJAN,M,IND,38047.0
4064,1982,121 KARUNAGAPALLY,2 B. M SHERIFF,M,CPI,34406.0
4065,1982,121 KARUNAGAPALLY,3 MANACKAL RAVI,M,IND,251.0
4066,1982,122 CHAVARA,1 BABY JOHN,M,RSP,35907.0
4067,1982,122 CHAVARA,2 K. SURESH BABU,M,INC,35286.0
4068,1982,122 CHAVARA,3 A. ANTONY,M,BJP,732.0
4069,1982,122 CHAVARA,4 SHAJAHAN,M,IND,224.0
4070,1982,122 CHAVARA,5 SAIFUDEEN KICHILU,M,IND,48.0
4071,1982,123 KUNDARA,1 THOPPIL RAVI,M,IND,35130.0
4072,1982,123 KUNDARA,2 V. V. JOSEPH,M,CPM,30931.0
4073,1982,123 KUNDARA,3 N. RAMACHANDRAN,M,IND,547.0
4074,1982,124 QUILON,1 KADAVOOR SIVADASAN,M,IND,35387.0
4075,1982,124 QUILON,2 S. THYAGARAJAN,M,RSP,28310.0
4076,1982,124 QUILON,3 N. RAJAGOPALAN,M,IND,1444.0
4077,1982,124 QUILON,4 C. K. LUKOSE,M,IND,921.0
4078,1982,124 QUILON,5 A. C. CHETTIAR,M,IND,566.0
4079,1982,124 QUILON,6 MAKAYIRAM RADHAKRISHNAN,M,IND,457.0
4080,1982,125 ERAVIPURAM,1 R. S. UNNI,M,RSP,37862.0
4081,1982,125 ERAVIPURAM,2 A. YUNUS KUNJU,M,MUL,37073.0
4082,1982,125 ERAVIPURAM,3 E. GOPALAKRISHNAN,M,BJP,1351.0
4083,1982,125 ERAVIPURAM,4 K. NIRMALNANDAN,M,IND,676.0
4084,1982,125 ERAVIPURAM,5 A. ALIYARU KUNJU,M,IND,287.0
4085,1982,125 ERAVIPURAM,6 S. CHHELLAPPAN,M,IND,275.0
4086,1982,125 ERAVIPURAM,7 R. MUHAMED HUSSAIN,M,IND,117.0
4087,1982,125 ERAVIPURAM,8 ANTONY INNAS,M,IND,114.0
4088,1982,125 ERAVIPURAM,9 K. PURUSHOTHAMAN,M,IND,78.0
4089,1982,126 CHATHANOOR,1 C. V. PADMARAJAN,M,INC,37811.0
4090,1982,126 CHATHANOOR,2 J. CHITHARANJAN,M,CPI,32009.0
4091,1982,126 CHATHANOOR,3 D. PANKAJAKSHAN,M,IND,549.0
4092,1982,126 CHATHANOOR,4 N. GANAPATHY PILLAI,M,IND,297.0
4093,1982,127 VARKALA,1 VARKALA RADHAKRISHNAN,M,CPM,27315.0
4094,1982,127 VARKALA,2 M. K. SREEDHARAN,M,IND,25511.0
4095,1982,127 VARKALA,3 VENKULAM A. SUKUMARAN,M,IND,787.0
4096,1982,127 VARKALA,4 VARKALA BALAN,M,IND,631.0
4097,1982,127 VARKALA,5 R. K. SUKUMARAN,M,IND,285.0
4098,1982,128 ATTINGAL,1 VAKKOM B. PURUSHOTHAMAN,M,IND,31791.0
4099,1982,128 ATTINGAL,2 P. VIJAYADAS,M,ICS,24432.0
4100,1982,128 ATTINGAL,3 S. KUMARAN NAIR,M,IND,2837.0
4101,1982,128 ATTINGAL,4 M. THULASI,M,IND,347.0
4102,1982,128 ATTINGAL,5 CHIRAYINKIL GOPAKUMAR,M,IND,120.0
4103,1982,129 KILIMANOOR,1 BHARGAVI THANKAPPAN,F,CPI,33258.0
4104,1982,129 KILIMANOOR,2 K. CHANDRASEKARA SASTRI,M,IND,27113.0
4105,1982,129 KILIMANOOR,2 K. CHANDRASEKARA SASTRI,M,IND,27113.0
4106,1982,129 KILIMANOOR,3 R. DHARMARAJAN,M,IND,716.0
4107,1982,129 KILIMANOOR,4 RAGHAVAN,M,IND,712.0
4108,1982,129 KILIMANOOR,5 AMBATHKAR DAVEED,M,IND,326.0
4109,1982,129 KILIMANOOR,6 P. SADANANDAN,M,IND,240.0
4110,1982,129 KILIMANOOR,7 P. SUKUMARAN,M,IND,82.0
4111,1982,130 VAMANAPURAM,1 KOLIYAKODU N. KRISHNAN NAIR,M,CPM,36303.0
4112,1982,130 VAMANAPURAM,2 R. M. PARAMESWARAN,M,IND,34349.0
4113,1982,131 ARIYANAD,1 K. PANKAJAKSHAN,M,RSP,30966.0
4114,1982,131 ARIYANAD,2 K. C. VAMADEVAN,M,IND,28555.0
4115,1982,131 ARIYANAD,3 KALLAR MURALI,M,IND,556.0
4116,1982,131 ARIYANAD,4 M. H. SULAIMAN,M,IND,206.0
4117,1982,132 NEDUMANGAD,1 K. V. SURENDRANATH,M,CPI,37350.0
4118,1982,132 NEDUMANGAD,2 S. VARADARAJAN NAIR,M,IND,34009.0
4119,1982,132 NEDUMANGAD,3 NEDUMANGAD M. A. VAHEED,M,IND,838.0
4120,1982,133 KAZHAKKOOTTAM,1 M. N. HASSAN,M,IND,35028.0
4121,1982,133 KAZHAKKOOTTAM,2 THOPPIL DHARMARAJAN,M,CPM,33835.0
4122,1982,133 KAZHAKKOOTTAM,3 P. SANALKUMAR,M,IND,268.0
4123,1982,133 KAZHAKKOOTTAM,4 A. ABDUL VAHEED,M,IND,254.0
4124,1982,133 KAZHAKKOOTTAM,5 A. ABDUL GAFOOR,M,IND,195.0
4125,1982,133 KAZHAKKOOTTAM,6 KANKYAPURAM P. RAMESAN,M,IND,172.0
4126,1982,133 KAZHAKKOOTTAM,7 N. APPURAJ,M,IND,169.0
4127,1982,133 KAZHAKKOOTTAM,8 BERNARD GREGORY,M,IND,167.0
4128,1982,133 KAZHAKKOOTTAM,9 JOSEPH ABRAHAM,M,IND,127.0
4129,1982,133 KAZHAKKOOTTAM,10 S. A. USMANKHAN,M,IND,74.0
4130,1982,134 TRIVANDRUM NORTH,1 G. KARTHIKEYAN,M,INC,38260.0
4131,1982,134 TRIVANDRUM NORTH,2 K. ANIRUDHAN,M,CPM,29414.0
4132,1982,134 TRIVANDRUM NORTH,3 VIKRAMAN NAIR,M,BJP,959.0
4133,1982,134 TRIVANDRUM NORTH,4 GOPI ASARI,M,IND,528.0
4134,1982,134 TRIVANDRUM NORTH,5 THYCAND KRISHNAKUTTY,M,IND,282.0
4135,1982,134 TRIVANDRUM NORTH,6 RAGHAVAN PILLAI,M,IND,278.0
4136,1982,134 TRIVANDRUM NORTH,7 P. KUNJAN,M,IND,233.0
4137,1982,134 TRIVANDRUM NORTH,8 T. J. KUNJU KUNJU,M,IND,228.0
4138,1982,134 TRIVANDRUM NORTH,9 K.S BABU,M,IND,170.0
4139,1982,135 TRIVANDRUM WEST,1 P. A. MOHAMMED KANNU,M,MUL,29795.0
4140,1982,135 TRIVANDRUM WEST,2 T. J. CHANDRACHOODAN,M,RSP,24373.0
4141,1982,135 TRIVANDRUM WEST,3 K. AYYAPPAN PILLAI,M,BJP,5225.0
4142,1982,135 TRIVANDRUM WEST,4 K. VASU,M,IND,366.0
4143,1982,135 TRIVANDRUM WEST,5 M. M. ISMAIL,M,IND,306.0
4144,1982,135 TRIVANDRUM WEST,6 VINCENT MATHEW,M,IND,195.0
4145,1982,135 TRIVANDRUM WEST,7 T. VIJAYAN,M,IND,157.0
4146,1982,135 TRIVANDRUM WEST,8 GEORGE VARGHESE,M,IND,128.0
4147,1982,135 TRIVANDRUM WEST,9 K. CHELLAPPA PANICKER,M,IND,92.0
4148,1982,135 TRIVANDRUM WEST,10 M. RAMACHANDRAN NAIR,M,IND,80.0
4149,1982,135 TRIVANDRUM WEST,11 VETTOOR BALAJI,M,IND,58.0
4150,1982,136 TRIVANDRUM EAST,1 K. SANKARANARAYANA PILLAI,M,ICS,31517.0
4151,1982,136 TRIVANDRUM EAST,2 C.S. NEELAKANTAN NAIR,M,NDP,30865.0
4152,1982,136 TRIVANDRUM EAST,2 C.S. NEELAKANTAN NAIR,M,NDP,30865.0
4153,1982,136 TRIVANDRUM EAST,3 M. SUBRAMONI,M,IND,1014.0
4154,1982,136 TRIVANDRUM EAST,4 P. S. SANKARANKUTTY,M,IND,637.0
4155,1982,136 TRIVANDRUM EAST,5 K. SANKARA PILLAI,M,IND,153.0
4156,1982,137 NEMOM,1 K. KARUNAKARAN,M,INC,36007.0
4157,1982,137 NEMOM,2 P. FAKIR KHAN,M,CPM,32659.0
4158,1982,137 NEMOM,3 POONTHURA SOMAN,M,BJP,1622.0
4159,1982,137 NEMOM,4 C. KARUNAKARAN,M,IND,316.0
4160,1982,137 NEMOM,5 G. VISWAMBHARAN,M,IND,268.0
4161,1982,137 NEMOM,6 K. RAVEENDRAN NAIR,M,IND,215.0
4162,1982,137 NEMOM,7 PONNUMANGALAM K. ACHUTHAN,M,IND,98.0
4163,1987,1 MANJESHWAR,1 CHERKALAM ABDULLAH,M,MUL,33853.0
4164,1987,1 MANJESHWAR,2 H. SHANKARA ALVA,M,BJP,27107.0
4165,1987,1 MANJESHWAR,3 A. SUBBA RAO,M,CPI,19924.0
4166,1987,2 KASARAGOD,1 C. T. AHAMMAD ALI,M,MUL,41407.0
4167,1987,2 KASARAGOD,2 SHRIKRISHAN BHAT,M,BJP,27350.0
4168,1987,2 KASARAGOD,3 M. RAMANNA RAI,M,CPM,17049.0
4169,1987,2 KASARAGOD,4 Y. GOPALAN,M,IND,582.0
4170,1987,2 KASARAGOD,5 ABDULLAH MALLATH,M,IND,120.0
4171,1987,2 KASARAGOD,6 ERIYAL SHEREEF,M,IND,92.0
4172,1987,3 UDMA,1 K. P. KUNHIKANNAN,M,INC,43775.0
4173,1987,3 UDMA,2 PURUSHOTHAMAN K.,M,CPM,35930.0
4174,1987,3 UDMA,3 M. UMANATH RAO,M,BJP,2820.0
4175,1987,3 UDMA,4 P. KUNHIKANNAN,M,IND,943.0
4176,1987,3 UDMA,5 ABDULLAH,M,IND,505.0
4177,1987,3 UDMA,6 M. ASHRAF,M,IND,279.0
4178,1987,3 UDMA,7 C. H. MOHAMMAD FAZAL,M,IND,162.0
4179,1987,3 UDMA,8 BASHEER AHAMMAD MAHIN,M,IND,134.0
4180,1987,3 UDMA,9 P. K. MOHAMMAD,M,IND,132.0
4181,1987,3 UDMA,10 VIJAYAN,M,IND,114.0
4182,1987,3 UDMA,11 K. SURENDRAN,M,IND,102.0
4183,1987,3 UDMA,12 R. RAMAKRISHANA PILLAI,M,IND,95.0
4184,1987,3 UDMA,13 MUHAMMED KUNHI P.,M,IND,90.0
4185,1987,3 UDMA,14 ABDUL KADAR,M,IND,52.0
4186,1987,4 HOSDRUG,1 N. MANOHARAN MASTER,M,INC,46677.0
4187,1987,4 HOSDRUG,2 PALLIPRAM BALAN,M,CPI,46618.0
4188,1987,4 HOSDRUG,3 P. K. VELAYUDHAN,M,BJP,7739.0
4189,1987,4 HOSDRUG,4 CHAKRAPANI,M,IND,2024.0
4190,1987,4 HOSDRUG,5 P. K. RAMAN,M,IND,451.0
4191,1987,4 HOSDRUG,6 MADHAVAN,M,IND,290.0
4192,1987,5 TRIKARIPUR,1 E. K. NAYANAR,M,CPM,56037.0
4193,1987,5 TRIKARIPUR,2 K. KUNHIKRISHNAN,M,INC,49620.0
4194,1987,5 TRIKARIPUR,3 K. V. LAKSHMANAN,M,BJP,3328.0
4195,1987,5 TRIKARIPUR,4 ALICE KRISHNAN,F,IND,1416.0
4196,1987,5 TRIKARIPUR,5 M. GOVINDAN,M,IND,469.0
4197,1987,5 TRIKARIPUR,6 K. K. CHELLAPPAN,M,IND,347.0
4198,1987,5 TRIKARIPUR,7 THOMAS KOOTTUMKKAL,M,IND,340.0
4199,1987,5 TRIKARIPUR,8 P. M. MICHEL,M,IND,158.0
4200,1987,6 IRIKKUR,1 K. C. JOSEPH,M,INC,51437.0
4201,1987,6 IRIKKUR,2 JAMES MATHEW,M,CPM,43961.0
4202,1987,6 IRIKKUR,3 P. S.SABASTIAN,M,BJP,1989.0
4203,1987,6 IRIKKUR,4 K. J. MATHAI,M,IND,975.0
4204,1987,6 IRIKKUR,5 K. V. ABDULLA,M,IND,964.0
4205,1987,6 IRIKKUR,6 K. P. JOSHEF,M,IND,396.0
4206,1987,6 IRIKKUR,7 PADIYUR SUKUMARAN,M,IND,219.0
4207,1987,6 IRIKKUR,8 K. DAMODARAN,M,IND,109.0
4208,1987,6 IRIKKUR,9 MANAYIL JACOB,M,IND,83.0
4209,1987,6 IRIKKUR,9 MANAYIL JACOB,M,IND,83.0
4210,1987,7 PAYYANNUR,1 C. P. NARAYANAN,M,CPM,50421.0
4211,1987,7 PAYYANNUR,2 M. K. RAGHAVAN,M,INC,42581.0
4212,1987,7 PAYYANNUR,3 P. P. KARUNAKARAN MASTER,M,BJP,4687.0
4213,1987,7 PAYYANNUR,4 P. BALAN MASTER,M,IND,1817.0
4214,1987,7 PAYYANNUR,5 NARAYANAN PALERI,M,IND,367.0
4215,1987,7 PAYYANNUR,6 T. V. KUMARAN,M,IND,166.0
4216,1987,7 PAYYANNUR,7 M. KRISHNAN,M,IND,119.0
4217,1987,8 TALIPARAMBA,1 K. K. N. PARIYARAM,M,CPM,52247.0
4218,1987,8 TALIPARAMBA,2 C. P. MOOSSANKUTTY,M,IND,49631.0
4219,1987,8 TALIPARAMBA,3 P. M. BALCHANDRAN,M,BJP,3785.0
4220,1987,8 TALIPARAMBA,4 E. SASIDHARAN,M,IND,284.0
4221,1987,8 TALIPARAMBA,5 K. DAMODARAN,M,IND,159.0
4222,1987,8 TALIPARAMBA,6 K. T. MADHUSUDHANAN,M,IND,131.0
4223,1987,8 TALIPARAMBA,7 P. ABDURAHIMAN,M,IND,61.0
4224,1987,8 TALIPARAMBA,8 K. N. KRISHNAN KUNHI,M,IND,57.0
4225,1987,8 TALIPARAMBA,9 K. MUHAMMED KUNHI,M,IND,52.0
4226,1987,9 AZHIKODE,1 M. V. RAGHAVAN,M,IND,41629.0
4227,1987,9 AZHIKODE,2 E. P. JAYARAJAN,M,CPM,40240.0
4228,1987,9 AZHIKODE,3 K. N. NARAYANAN,M,BJP,2887.0
4229,1987,9 AZHIKODE,4 K. KORAN,M,IND,754.0
4230,1987,9 AZHIKODE,5 P. T. P. ABDULLAH,M,IND,119.0
4231,1987,10 CANNANORE,1 P. BHASKARAN,M,INC,42787.0
4232,1987,10 CANNANORE,2 A. K. SASHEENDRAN,M,ICS(SCS),34739.0
4233,1987,10 CANNANORE,3 K. KUNHIKANNAN,M,BJP,7330.0
4234,1987,10 CANNANORE,4 N. JAYAPRAKASH,M,IND,510.0
4235,1987,10 CANNANORE,5 T. K. ACHARI,M,IND,238.0
4236,1987,10 CANNANORE,6 P. KAMALAKSHAN,M,IND,164.0
4237,1987,10 CANNANORE,7 CHANDRA BABU K.,M,IND,135.0
4238,1987,10 CANNANORE,8 P. T. RADHA KRISHAN,M,IND,103.0
4239,1987,11 EDAKKAD,1 O. BHARATHAN,M,CPM,45008.0
4240,1987,11 EDAKKAD,2 A. P. JAYASHEELAN,M,INC,41012.0
4241,1987,11 EDAKKAD,3 M. K. SASEENDRAN,M,BJP,3832.0
4242,1987,11 EDAKKAD,3 M. K. SASEENDRAN,M,BJP,3832.0
4243,1987,11 EDAKKAD,4 HAREENDRAN T. P.,M,IND,1034.0
4244,1987,11 EDAKKAD,5 K. V. NARAYANAN,M,IND,529.0
4245,1987,11 EDAKKAD,6 THAIKKYIL VIJAYAN,M,IND,218.0
4246,1987,11 EDAKKAD,7 K. C. GOVINDAN,M,IND,117.0
4247,1987,11 EDAKKAD,8 A. P. GANGADHARAN,M,IND,100.0
4248,1987,12 TELLICHERRY,1 KODIYERI BALAKRISHNAN,M,CPM,44520.0
4249,1987,12 TELLICHERRY,2 K. SUDHAKARAN,M,INC,39152.0
4250,1987,12 TELLICHERRY,3 N. C. T. MADHUSOODANAN,M,BJP,6949.0
4251,1987,12 TELLICHERRY,4 C. A. AJEER,M,IND,881.0
4252,1987,12 TELLICHERRY,5 PRABHAKAR RAM,M,IND,235.0
4253,1987,13 PERINGALAM,1 P. R. KURUP,M,JNP,41694.0
4254,1987,13 PERINGALAM,2 E. T. MOHAMMED BASHEER,M,MUL,41338.0
4255,1987,13 PERINGALAM,3 GOPALAN PARAMBATH,M,BJP,7658.0
4256,1987,13 PERINGALAM,4 AYERI ABOOBACKER,M,IND,413.0
4257,1987,14 KUTHUPARAMBA,1 K. P. MAMOO MASTER,M,CPM,47734.0
4258,1987,14 KUTHUPARAMBA,2 P. RAMAKRISHNAN,M,INC,38771.0
4259,1987,14 KUTHUPARAMBA,3 C. K. PADMANMBHAN,M,BJP,5844.0
4260,1987,14 KUTHUPARAMBA,4 M. LAJSGNANAN MASTER,M,IND,1684.0
4261,1987,14 KUTHUPARAMBA,5 AMBILAD MOHANAN,M,IND,639.0
4262,1987,15 PERAVOOR,1 K.P. NOORDEEN,M,INC,47817.0
4263,1987,15 PERAVOOR,2 RAMACHANDRAN KADANNAPALLY,M,ICS(SCS),46012.0
4264,1987,15 PERAVOOR,3 KUMAR NARATH,M,BJP,5895.0
4265,1987,15 PERAVOOR,4 VARKEY K.M.,M,IND,1452.0
4266,1987,15 PERAVOOR,5 VASU THOTTATHIL,M,IND,1275.0
4267,1987,15 PERAVOOR,6 GOVINDAN P.V.,M,IND,289.0
4268,1987,15 PERAVOOR,7 K.R. KARUNAKARAN,M,IND,226.0
4269,1987,15 PERAVOOR,8 THOMAS P.D.,M,IND,155.0
4270,1987,15 PERAVOOR,9 P.K. HASHIM,M,IND,123.0
4271,1987,15 PERAVOOR,10 SREE DHARAN PAZHASSIKANDY,M,IND,106.0
4272,1987,15 PERAVOOR,11 BAIJU K. JOSEPH,M,IND,86.0
4273,1987,15 PERAVOOR,12 XAVIER PALLATTU KUNNEL,M,IND,83.0
4274,1987,16 NORTH WYNAD,1 K.RAGHVAN MASTER,M,INC,46368.0
4275,1987,16 NORTH WYNAD,2 K.C. KUNHIRAMAN,M,CPM,37409.0
4276,1987,16 NORTH WYNAD,3 PALLIYARA RAMAN,M,BJP,5355.0
4277,1987,16 NORTH WYNAD,4 M.P. KALAN,M,IND,995.0
4278,1987,17 BADAGARA,1 K. CHANDRASEKHARAN,M,JNP,50309.0
4279,1987,17 BADAGARA,2 SUJANAPAL A.,M,INC,39776.0
4280,1987,17 BADAGARA,3 K. PADMANABHAN,M,BJP,6202.0
4281,1987,17 BADAGARA,4 SANKARAN MULIYIL,M,IND,312.0
4282,1987,17 BADAGARA,5 KARUNAKARAN P.K.,M,IND,304.0
4283,1987,18 NADAPURAM,1 SATHYAN MOKERI,M,CPI,46945.0
4284,1987,18 NADAPURAM,2 N.P. MOIDEEN,M,INC,45688.0
4285,1987,18 NADAPURAM,3 C.P. KANNAN,M,BJP,4281.0
4286,1987,18 NADAPURAM,4 K.C. BALAKRISHNAN,M,IND,1437.0
4287,1987,18 NADAPURAM,5 T.K. KALANDAN HAJI,M,IND,226.0
4288,1987,19 MEPPAYUR,1 A.KANARAN,M,CPM,48337.0
4289,1987,19 MEPPAYUR,2 A.V. ABDURAHIMAN HAJI,M,MUL,44663.0
4290,1987,19 MEPPAYUR,3 P.K. SREEDHARAN,M,BJP,3595.0
4291,1987,19 MEPPAYUR,4 LEELA CHELLAPPAN,F,IND,485.0
4292,1987,19 MEPPAYUR,5 M.T. POCKER,M,IND,221.0
4293,1987,20 QUILANDY,1 M.T. PADMA,F,INC,48444.0
4294,1987,20 QUILANDY,2 T. DEVI,F,CPM,43742.0
4295,1987,20 QUILANDY,3 A.K. SANKARA MENON,M,BJP,8138.0
4296,1987,20 QUILANDY,4 P.MOOSA,M,IND,574.0
4297,1987,20 QUILANDY,5 T.P. RAVINDRAN,M,IND,563.0
4298,1987,20 QUILANDY,6 P.K. RADHAKRISHNAN,M,IND,330.0
4299,1987,21 PERAMBRA,1 A.K. PADMANABHAN,M,CPM,49034.0
4300,1987,21 PERAMBRA,2 K.A. DEVASSIA,M,IND,46584.0
4301,1987,21 PERAMBRA,2 K.A. DEVASSIA,M,IND,46584.0
4302,1987,21 PERAMBRA,3 GANGADHARA KURUP,M,BJP,4477.0
4303,1987,21 PERAMBRA,4 K. GOPALAN KOMATH,M,IND,895.0
4304,1987,21 PERAMBRA,5 GEORGE DEVASSIA,M,IND,277.0
4305,1987,21 PERAMBRA,6 P.P. RAMAKRISHNAN,M,IND,231.0
4306,1987,21 PERAMBRA,7 AMMEDKUTTY HAJI,M,IND,112.0
4307,1987,22 BALUSSERI,1 A.C. SHANMUKHADAS,M,ICS(SCS),46832.0
4308,1987,22 BALUSSERI,2 VIJAYA D. NAIR,F,INC,35348.0
4309,1987,22 BALUSSERI,3 K.P. SREESAN,M,BJP,8915.0
4310,1987,22 BALUSSERI,4 N.P. GOPALAN,M,IND,360.0
4311,1987,23 KODUVALLY,1 P. M. ABOOBACKER,M,MUL,50373.0
4312,1987,23 KODUVALLY,2 P. RAGHAVAN NAIR,M,JNP,37062.0
4313,1987,23 KODUVALLY,3 V.V. RAJAN,M,BJP,9132.0
4314,1987,23 KODUVALLY,4 T. A. MOIDEENKUTTY,M,IND,681.0
4315,1987,23 KODUVALLY,5 VELLIYARATTU P. T. VASU,M,IND,379.0
4316,1987,23 KODUVALLY,6 P. V. MOHAMMED,M,IND,355.0
4317,1987,23 KODUVALLY,7 P.K. BABURAJ,M,IND,317.0
4318,1987,24 CALICUT- I,1 M. DASAN,M,CPM,44810.0
4319,1987,24 CALICUT- I,2 M. KAMALAM,F,INC,37102.0
4320,1987,24 CALICUT- I,3 C. PRABHAKARAN,M,BJP,12234.0
4321,1987,24 CALICUT- I,4 K. SAHADEVAN,M,IND,918.0
4322,1987,24 CALICUT- I,5 A. VISHWANATHAN,M,IND,492.0
4323,1987,24 CALICUT- I,6 V. K. SADANANDAN,M,IND,195.0
4324,1987,24 CALICUT- I,6 V. K. SADANANDAN,M,IND,195.0
4325,1987,24 CALICUT- I,7 P.J. THOMAS,M,IND,153.0
4326,1987,24 CALICUT- I,8 KONNATH SETHUMADHAVAN NAMBIAR,M,IND,133.0
4327,1987,24 CALICUT- I,9 M. C. SASIDHARAN,M,IND,123.0
4328,1987,24 CALICUT- I,10 P.S. NAIR,M,IND,102.0
4329,1987,25 CALICUT- II,1 C.P. KUNHU,M,CPM,40749.0
